Date,AAPL,AXP,FB,GOOG,MSFT,SBUX,SPY,STAG,UNP,VOO,VTI,VZ,WPG
2010-02-01,25.374073028564453,32.92587661743164,,262.4164123535156,22.504671096801758,9.72647476196289,90.66792297363281,,24.919498443603516,,46.31320571899414,16.88706398010254,
2010-03-01,29.14137077331543,35.57270431518555,,282.5011291503906,23.09885025024414,10.303865432739258,95.79327392578125,,27.33528709411621,,49.08061599731445,18.107046127319336,
2010-04-01,32.37667465209961,39.936100006103516,,261.8684387207031,24.084636688232422,11.029847145080566,97.67578887939453,,28.215391159057617,,50.350250244140625,16.869558334350586,
2010-05-01,31.854618072509766,34.52412414550781,,241.90826416015625,20.34654998779297,11.037171363830566,89.91499328613281,,26.63792610168457,,46.38111877441406,16.329082489013672,
2010-06-01,31.191194534301758,34.37691879272461,,221.64422607421875,18.228164672851562,10.35933780670166,84.85896301269531,,26.17384910583496,,43.462135314941406,16.62575912475586,
2010-07-01,31.900508880615234,38.82887649536133,,241.5197296142578,20.44628143310547,10.5938138961792,91.0862045288086,,28.1168270111084,,46.738243103027344,18.38473892211914,
2010-08-01,30.14582061767578,34.67982482910156,,224.1697540283203,18.59256935119629,9.796610832214355,86.9891128540039,,27.465396881103516,,44.5363655090332,19.021635055541992,
2010-09-01,35.1866569519043,36.55864334106445,,261.9132995605469,19.504093170166016,10.949509620666504,94.27466583251953,,31.084941864013672,86.04061889648438,48.4997673034668,20.99271583557129,
2010-10-01,37.323280334472656,36.06284713745117,,305.7041320800781,21.240264892578125,12.23945140838623,98.40013885498047,,33.319419860839844,89.77392578125,50.71388626098633,20.921865463256836,
2010-11-01,38.58442687988281,37.771339416503906,,276.8174133300781,20.117328643798828,13.113701820373535,98.40013885498047,,34.24283981323242,89.67442321777344,50.97278594970703,20.922958374023438,
2010-12-01,39.999332427978516,37.509159088134766,,295.8759765625,22.364389419555664,13.827766418457031,104.42921447753906,,35.50924301147461,95.44383239746094,54.230098724365234,23.38717269897461,
2011-01-01,42.077667236328125,37.91115951538086,,299.0590515136719,22.22015380859375,13.569541931152344,107.42443084716797,,36.264183044433594,98.01258087158203,55.63697052001953,23.2825870513916,
2011-02-01,43.80010986328125,38.233795166015625,,305.5547180175781,21.29865264892578,14.193577766418457,111.15607452392578,,36.563106536865234,101.41016387939453,57.69416809082031,24.44870948791504,
2011-03-01,43.21726608276367,39.66417694091797,,292.2844543457031,20.46535873413086,15.965850830078125,110.68856811523438,,37.994140625,100.96045684814453,57.69416809082031,25.521499633789062,
2011-04-01,43.41816329956055,43.0689811706543,,271.0340881347656,20.89255714416504,15.641775131225586,114.3890380859375,7.357800006866455,39.980201721191406,104.39037322998047,59.61359786987305,25.018218994140625,
2011-05-01,43.13294219970703,45.460487365722656,,263.5222473144531,20.1590576171875,15.896713256835938,113.10623168945312,7.357800006866455,40.55979537963867,103.16909790039062,58.981178283691406,24.76997184753418,
2011-06-01,41.62502670288086,45.5485954284668,,252.24452209472656,21.094409942626953,17.12430763244629,110.64958953857422,7.097095489501953,40.716636657714844,100.94413757324219,57.67424392700195,24.971181869506836,
2011-07-01,48.42179870605469,44.245967864990234,,300.71783447265625,22.23025894165039,17.384492874145508,108.97368621826172,7.2417707443237305,39.96782684326172,99.35016632080078,56.60726547241211,23.669973373413086,
2011-08-01,47.721168518066406,43.95418167114258,,269.469970703125,21.581201553344727,16.747051239013672,102.98278045654297,6.340231418609619,35.946861267089844,93.86992645263672,53.160865783691406,24.577009201049805,
2011-09-01,47.28590393066406,39.701133728027344,,256.558349609375,20.321292877197266,16.227758407592773,95.34038543701172,6.010256767272949,32.19331741333008,87.01126861572266,48.876155853271484,25.005088806152344,
2011-10-01,50.19508361816406,44.758811950683594,,295.2134704589844,21.741907119750977,18.43410873413086,106.29361724853516,6.482367515563965,39.249290466308594,96.89946746826172,54.71986770629883,25.12738800048828,
2011-11-01,47.39502716064453,42.654335021972656,,298.57586669921875,20.884639739990234,18.921504974365234,105.86168670654297,6.331471920013428,40.762977600097656,96.61207580566406,54.51559066772461,25.994068145751953,
2011-12-01,50.22236633300781,41.881858825683594,,321.7440185546875,21.354488372802734,20.10080909729004,106.29361724853516,6.922970771789551,42.29358673095703,97.11922454833984,54.736907958984375,27.640663146972656,
